component_name,component_set_name,file_name,instances
"Type=Default, State=Default, Label=On, Optional=Yes, Message=Error",🚧 [DEPRECATED] Dropdown Trigger (Default),Unknown File,0
"Type=List Item, Lines=Three, Style=Bold, States=Hover (Web), Icon=True, Chevron=False",List - Item (Default),Unknown File,0
"State=Disabled, Label=Yes, Optional=On, Message=None, Icon=None",Text input,Unknown File,0
"State=Selected, Optional=Yes, Message=None",Text area,Unknown File,0
"State=Hover, Label=Yes, Optional=On, Message=None, Icon=Leading",Text input,Unknown File,0
"State=Disabled, Label=Yes, Optional=Off, Message=None, Icon=Leading",Text input,Unknown File,0
"State=Default, Label=Yes, Optional=On, Message=Error, Icon=Leading",Text input,Unknown File,0
"State=Hover, Label=Yes, Optional=On, Message=None, Icon=None",Text input,Unknown File,0
"State=Active, Label=Yes, Optional=On, Message=None, Icon=Leading",Text input,Unknown File,0
"Level=4 Superstar, Size=Large",Plus Levels Logo,Unknown File,0
"State=Hover, Label=Yes, Optional=On, Message=None, Icon=Trailing",Text input,Unknown File,0
"State=Disabled, Optional=Yes, Message=None",Text area,Unknown File,0
"Type=Switch, Lines=Single, State=Disabled, With icon=Yes",🚧 [DEPRECATED] List - Controls,Unknown File,0
"State=Hover, Optional=Yes, Message=None",Text area,Unknown File,0
"Platform=Web, State=Disabled",Icon button - Trade-in,Unknown File,0
"Breakpoint=768 (Tablet), Size=Large, Header (Optional)=On, Title (Optional)=On, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"Breakpoint=480 (Phablet), Size=Medium, Header (Optional)=On, Title (Optional)=Off, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"Direction=Vertical, Text=1 Row, State=Inactive, Type=Icon",Progress Stepper,Unknown File,0
"State=Disabled, Level=1",List - Item (Large),Unknown File,0
"Type=List Item, Lines=One, Style=Regular, States=Disabled, Icon=False, Chevron=True",List - Item (Default),Unknown File,0
"State=Pressed, Size=Small",Text buttons,Unknown File,0
"Type=Default, State=Default, Label=On, Optional=Yes, Message=Informative",🚧 [DEPRECATED] Dropdown Trigger (Default),Unknown File,0
"Platform=Web, Type=Standard link, State=Focus (web), Size=Large",🚧 [DEPRECATED] Link,Unknown File,0
"Viewport=iOS: 320-374, Selected tab=User account",Navigation bar,Unknown File,0
Icon - Motion,,Unknown File,0
"Platform=Web, Type=Standard link, State=Focus (web), Size=Small",🚧 [DEPRECATED] Link,Unknown File,0
"Breakpoint=1280+ (Desktop), Size=Small, Header (Optional)=Off, Title (Optional)=On, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"State=Focus, Size=Small",Text buttons,Unknown File,0
"State=Active, Label=Yes, Optional=Off, Message=Informative, Icon=None",Text input,Unknown File,0
"Platform=Web, Type=Navigation link, State=Focus (web), Size=Large",🚧 [DEPRECATED] Link,Unknown File,0
"Platform=iOS, Type=Standard link, State=Disabled, Size=Medium",🚧 [DEPRECATED] Link,Unknown File,0
Icon - Bottoms,,Unknown File,0
State=Pressed,Reminder button,Unknown File,0
"Platform=Desktop, Link color=Black, Overlay=On",Embedded Navigation,Unknown File,0
"Breakpoint=375 (Mobile), Size=Small, Header (Optional)=Off, Title (Optional)=On, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"Platform=Web, Type=Icon link, State=Focus (web), Size=Medium",🚧 [DEPRECATED] Link,Unknown File,0
"Platform=Web, Type=Error",Notifications,Unknown File,0
"Platform=Web, Type=Standard link, State=Disabled, Size=Small",🚧 [DEPRECATED] Link,Unknown File,0
"State=Focus, Size=Large",Text buttons,Unknown File,0
"Level=2 Shine, Size=Medium",Plus Levels Logo,Unknown File,0
"Type=List Item, Lines=One, Style=Bold, States=Disabled, Icon=True, Chevron=False",List - Item (Default),Unknown File,0
"State=Selected, Description=Off, Message=Error",🚧 [DEPRECATED] Radio button,Unknown File,0
"Type=Swatch, State=Selected",Selector,Unknown File,0
"Breakpoint=1280+ (Desktop), Size=Large, Header (Optional)=Off, Title (Optional)=On, Footer (Optional)=On",Dialog (Web),Unknown File,0
Type=5. Quarterback,Image ratio,Unknown File,0
"State=Hover (Web only), Description=On, Message=Error",🚧 [DEPRECATED] Radio button,Unknown File,0
"State=Disabled, Description=On, Message=Informative",🚧 [DEPRECATED] Radio button,Unknown File,0
"State=Hover (Web only), Description=On, Message=Informative",🚧 [DEPRECATED] Radio button,Unknown File,0
"State=Pressed, Size=Large",Text buttons,Unknown File,0
"State=Disabled, Description=On, Message=Error",🚧 [DEPRECATED] Radio button,Unknown File,0
"Type=List Item, Lines=One, Style=Bold, States=Hover (Web), Icon=True, Chevron=False",List - Item (Default),Unknown File,0
"Type=List Item, Lines=One, Style=Regular, States=Hover (Web), Icon=False, Chevron=True",List - Item (Default),Unknown File,0
"Type=List Item, Lines=Three, Style=Bold, States=Disabled, Icon=True, Chevron=False",List - Item (Default),Unknown File,0
"State=Focus, Size=Medium",Text buttons,Unknown File,0
"Type=List Item, Lines=One, Style=Regular, States=Hover (Web), Icon=True, Chevron=True",List - Item (Default),Unknown File,0
"Type=List Item, Lines=Two, Style=Bold, States=Hover (Web), Icon=False, Chevron=True",List - Item (Default),Unknown File,0
"Platform=Web, Type=Standard link, State=Disabled, Size=Large",🚧 [DEPRECATED] Link,Unknown File,0
"Type=List Item, Lines=Two, Style=Bold, States=Hover (Web), Icon=False, Chevron=False",List - Item (Default),Unknown File,0
"Type=🚧 [DEPRECATED] Logo, Lines=Three, Style=Bold, States=Hover (Web), Icon=False, Chevron=True",List - Item (Default),Unknown File,0
"Type=List Item, Lines=Three, Style=Bold, States=Disabled, Icon=False, Chevron=True",List - Item (Default),Unknown File,0
State=Focus,Reminder button,Unknown File,0
"Platform=Web, Type=Navigation link, State=Disabled, Size=Medium",🚧 [DEPRECATED] Link,Unknown File,0
"Type=List Item, Lines=Two, Style=Bold, States=Disabled, Icon=True, Chevron=False",List - Item (Default),Unknown File,0
"Type=List Item, Lines=Three, Style=Bold, States=Hover (Web), Icon=False, Chevron=False",List - Item (Default),Unknown File,0
"Type=List Item, Lines=One, Style=Bold, States=Hover (Web), Icon=False, Chevron=False",List - Item (Default),Unknown File,0
"Platform=Web, Type=Icon link, State=Focus (web), Size=Small",🚧 [DEPRECATED] Link,Unknown File,0
"Type=🚧 [DEPRECATED] Logo, Lines=Three, Style=Bold, States=Hover (Web), Icon=False, Chevron=False",List - Item (Default),Unknown File,0
"Type=List Item, Lines=Three, Style=Bold, States=Hover (Web), Icon=False, Chevron=True",List - Item (Default),Unknown File,0
"Type=List Item, Lines=Three, Style=Bold, States=Disabled, Icon=False, Chevron=False",List - Item (Default),Unknown File,0
"State=Pressed, Size=Medium",Text buttons,Unknown File,0
Icon -  Avatar D,,Unknown File,0
"Platform=Web, Type=Navigation link, State=Pressed, Size=Medium",🚧 [DEPRECATED] Link,Unknown File,0
"Platform=Web, Type=Icon link, State=Disabled, Size=Small",🚧 [DEPRECATED] Link,Unknown File,0
"Platform=Web, Type=Icon link, State=Disabled, Size=Medium",🚧 [DEPRECATED] Link,Unknown File,0
"Platform=Android, Type=Icon link, State=Disabled, Size=Large",🚧 [DEPRECATED] Link,Unknown File,0
"Platform=Android, Type=Icon link, State=Disabled, Size=Medium",🚧 [DEPRECATED] Link,Unknown File,0
"Platform=Web, Type=Navigation link, State=Focus (web), Size=Small",🚧 [DEPRECATED] Link,Unknown File,0
"Platform=iOS, Type=Icon link, State=Disabled, Size=Large",🚧 [DEPRECATED] Link,Unknown File,0
"Platform=Web, Type=Icon link, State=Pressed, Size=Large",🚧 [DEPRECATED] Link,Unknown File,0
"Platform=Web, Type=Icon link, State=Pressed, Size=Small",🚧 [DEPRECATED] Link,Unknown File,0
"Platform=iOS, Type=Icon link, State=Disabled, Size=Small",🚧 [DEPRECATED] Link,Unknown File,0
"Platform=Web, Type=Navigation link, State=Focus (web), Size=Medium",🚧 [DEPRECATED] Link,Unknown File,0
"Platform=iOS, Type=Standard link, State=Disabled, Size=Large",🚧 [DEPRECATED] Link,Unknown File,0
"Platform=Web, Type=Standard link, State=Disabled, Size=Medium",🚧 [DEPRECATED] Link,Unknown File,0
"Platform=Web, Type=Navigation link, State=Disabled, Size=Small",🚧 [DEPRECATED] Link,Unknown File,0
"Platform=Web, Type=Standard link, State=Focus (web), Size=Medium",🚧 [DEPRECATED] Link,Unknown File,0
"Platform=Android, Type=Icon link, State=Disabled, Size=Small",🚧 [DEPRECATED] Link,Unknown File,0
"Platform=Web, Type=Icon link, State=Pressed, Size=Medium",🚧 [DEPRECATED] Link,Unknown File,0
"Platform=Web, Type=Standard link, State=Pressed, Size=Large",🚧 [DEPRECATED] Link,Unknown File,0
"Platform=iOS, Type=Icon link, State=Disabled, Size=Medium",🚧 [DEPRECATED] Link,Unknown File,0
"Platform=iOS, Type=Standard link, State=Disabled, Size=Small",🚧 [DEPRECATED] Link,Unknown File,0
"State=Active, Label=Yes, Optional=Off, Message=Success, Icon=None",Text input,Unknown File,0
"Breakpoint=1280+ (Desktop), Size=Small, Header (Optional)=Off, Title (Optional)=Off, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"States=Disabled, Type=Icon, Orientation=Vertical, Text=One",🚧 [DEPRECATED] Progress Stepper,Unknown File,0
"Direction=Horizontal, Text=1 Row, State=Selected, Type=Number",Progress Stepper,Unknown File,0
"States=Disabled, Type=Icon, Orientation=Vertical, Text=Two",🚧 [DEPRECATED] Progress Stepper,Unknown File,0
"Panel=Default, State=Expanded, Optional=Off, Subtext=On, Static content=On",Panel,Unknown File,0
Icon - Bell Set Plus (Filled),,Unknown File,0
Type=Disabled,Pagination (Web),Unknown File,0
Type=Subtle,🚧 [DEPRECATED] Plus short,Unknown File,0
"States=Disabled, Type=Icon, Orientation=Horizontal, Text=Two",🚧 [DEPRECATED] Progress Stepper,Unknown File,0
"State=Active, Label=Yes, Optional=Off, Message=Error, Icon=None",Text input,Unknown File,0
"Breakpoint=1280+ (Desktop), Size=Medium, Header (Optional)=Off, Title (Optional)=On, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"Checked=On, State=Pressed",Checkbox,Unknown File,0
Platform=iOS: iPhone SE,Keyboard,Unknown File,0
Type=Previous (Last Page),Pagination (Web),Unknown File,0
"Checked=Off, State=Focus (web)",Checkbox,Unknown File,0
"Direction=Vertical, Text=2 Rows, State=Completed, Type=Number",Progress Stepper,Unknown File,0
"Checked=On, State=Focus (web)",Checkbox,Unknown File,0
"Checked=Off, State=Pressed",Checkbox,Unknown File,0
"State=Disabled, Badge=No",Dropdown Icon Trigger,Unknown File,0
"Level=1 Light, Size=Large",Plus Levels Logo,Unknown File,0
"Direction=Vertical, Text=1 Row, State=Completed, Type=Icon",Progress Stepper,Unknown File,0
"Breakpoint=375 (Mobile), Size=Small, Header (Optional)=Off, Title (Optional)=Off, Footer (Optional)=On",Dialog (Web),Unknown File,0
"Type=Default, State=Default, Label=On, Optional=Yes, Message=None",🚧 [DEPRECATED] Dropdown Trigger (Default),Unknown File,0
"Expanded=on, Level=Level 1, State=Hover (web)",Accordion (Large),Unknown File,0
"Expanded=on, Level=Level 2, State=Hover (web)",Accordion (Large),Unknown File,0
Type=Default,🚧 [DEPRECATED] Plus short,Unknown File,0
"Expanded=true, State=Default",Expandable container [Based on current component],Unknown File,0
"Expanded=off, Level=Level 2, State=Pressed",Accordion (Large),Unknown File,0
"Expanded=on, Level=Level 2, State=Focus (web)",Accordion (Large),Unknown File,0
"Expanded=off, Level=Level 1, State=Disabled",Accordion (Large),Unknown File,0
"Expanded=off, Level=Level 1, State=Pressed",Accordion (Large),Unknown File,0
"Expanded=off, Level=Level 2, State=Focus (web)",Accordion (Large),Unknown File,0
"Expanded=on, Level=Level 1, State=Disabled",Accordion (Large),Unknown File,0
"Expanded=off, Level=Level 2, State=Hover (web)",Accordion (Large),Unknown File,0
"Expanded=on, Level=Level 2, State=Disabled",Accordion (Large),Unknown File,0
"Breakpoint=1024 (Desktop), Size=Small, Header (Optional)=Off, Title (Optional)=On, Footer (Optional)=On",Dialog (Web),Unknown File,0
"Expanded=off, Level=Level 1, State=Hover (web)",Accordion (Large),Unknown File,0
"Expanded=off, Level=Level 1, State=Focus (web)",Accordion (Large),Unknown File,0
"Expanded=on, Level=Level 1, State=Pressed",Accordion (Large),Unknown File,0
"Expanded=on, Level=Level 2, State=Pressed",Accordion (Large),Unknown File,0
"Direction=Vertical, Text=2 Rows, State=Inactive, Type=Number",Progress Stepper,Unknown File,0
"Type=Filter, Platform=mWeb, State=Default",Search bar,Unknown File,0
"Expanded=off, Level=Level 2, State=Disabled",Accordion (Large),Unknown File,0
"Expanded=on, Level=Level 1, State=Focus (web)",Accordion (Large),Unknown File,0
"State=Selected, Label=No, Optional=Off, Message=None, Icon=None",Text input,Unknown File,0
Size=Small,Plus Wordmark,Unknown File,0
"Breakpoint=480 (Phablet), Size=Small, Header (Optional)=Off, Title (Optional)=Off, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"Buttons=Single, Visual=Zingdings",Tooltip,Unknown File,0
"State=Default, Label=No, Optional=Off, Message=Error, Icon=None",Text input,Unknown File,0
"Breakpoint=1024 (Desktop), Size=Small, Header (Optional)=Off, Title (Optional)=On, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"Breakpoint=375 (Mobile), Size=Small, Header (Optional)=On, Title (Optional)=Off, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"With icon=False, State=Hover, Size=Small",Follow button,Unknown File,0
"Type=Swatch, State=Default",Selector,Unknown File,0
"Breakpoint=768 (Tablet), Size=Small, Header (Optional)=Off, Title (Optional)=Off, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"Breakpoint=1280+ (Desktop), Size=Small, Header (Optional)=Off, Title (Optional)=On, Footer (Optional)=On",Dialog (Web),Unknown File,0
"Breakpoint=1280+ (Desktop), Size=Medium, Header (Optional)=On, Title (Optional)=On, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"State=Active, Label=No, Optional=Off, Message=Error, Icon=None",Text input,Unknown File,0
"Breakpoint=768 (Tablet), Size=Medium, Header (Optional)=Off, Title (Optional)=On, Footer (Optional)=On",Dialog (Web),Unknown File,0
"Breakpoint=1280+ (Desktop), Size=Large, Header (Optional)=Off, Title (Optional)=On, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"Level=2 Shine, Size=Large",Plus Levels Logo,Unknown File,0
"Breakpoint=1024 (Desktop), Size=Large, Header (Optional)=On, Title (Optional)=On, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"Breakpoint=480 (Phablet), Size=Small, Header (Optional)=Off, Title (Optional)=On, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"Breakpoint=480 (Phablet), Size=Large, Header (Optional)=On, Title (Optional)=On, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"Breakpoint=1024 (Desktop), Size=Small, Header (Optional)=Off, Title (Optional)=Off, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"Breakpoint=1024 (Desktop), Size=Small, Header (Optional)=On, Title (Optional)=On, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"Breakpoint=1280+ (Desktop), Size=Medium, Header (Optional)=Off, Title (Optional)=Off, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"Direction=Horizontal, Text=2 Rows, State=Completed, Type=Number",Progress Stepper,Unknown File,0
"Breakpoint=1024 (Desktop), Size=Medium, Header (Optional)=Off, Title (Optional)=Off, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"State=Disabled, Level=2",List - Item (Large),Unknown File,0
"Range=Full, State=Default",Range slider,Unknown File,0
"Breakpoint=768 (Tablet), Size=Small, Header (Optional)=Off, Title (Optional)=On, Footer (Optional)=On",Dialog (Web),Unknown File,0
"Breakpoint=1024 (Desktop), Size=Medium, Header (Optional)=On, Title (Optional)=On, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"Breakpoint=1024 (Desktop), Size=Large, Header (Optional)=Off, Title (Optional)=On, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"Breakpoint=768 (Tablet), Size=Medium, Header (Optional)=Off, Title (Optional)=On, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"Breakpoint=1024 (Desktop), Size=Medium, Header (Optional)=Off, Title (Optional)=On, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"Breakpoint=768 (Tablet), Size=Medium, Header (Optional)=Off, Title (Optional)=Off, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"Breakpoint=768 (Tablet), Size=Small, Header (Optional)=On, Title (Optional)=On, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"Breakpoint=1280+ (Desktop), Size=Large, Header (Optional)=Off, Title (Optional)=Off, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"Platform=Web, Type=Navigation, Size=Medium, State=Default",Link,Unknown File,0
"Breakpoint=768 (Tablet), Size=Large, Header (Optional)=On, Title (Optional)=Off, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"Breakpoint=768 (Tablet), Size=Small, Header (Optional)=Off, Title (Optional)=On, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"Breakpoint=480 (Phablet), Size=Small, Header (Optional)=Off, Title (Optional)=On, Footer (Optional)=On",Dialog (Web),Unknown File,0
"Breakpoint=768 (Tablet), Size=Medium, Header (Optional)=On, Title (Optional)=On, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"Breakpoint=1024 (Desktop), Size=Large, Header (Optional)=Off, Title (Optional)=On, Footer (Optional)=On",Dialog (Web),Unknown File,0
"Type=Icon (In Progress), State=Default, Label=On, Optional=Yes, Message=Informative",🚧 [DEPRECATED] Dropdown Trigger (Default),Unknown File,0
"Breakpoint=1024 (Desktop), Size=Large, Header (Optional)=Off, Title (Optional)=Off, Footer (Optional)=Off",Dialog (Web),Unknown File,0
State=Collapsed hover,🚧 [DEPRECATED] Expandable container,Unknown File,0
Type=7. Achtung,Image ratio,Unknown File,0
"State=Active, Label=No, Optional=Off, Message=None, Icon=Trailing",Text input,Unknown File,0
"State=Disabled, Badge=Yes",Dropdown Icon Trigger,Unknown File,0
"State=Active, Label=Yes, Optional=Off, Message=Informative, Icon=Trailing",Text input,Unknown File,0
State=Hover,Reminder button,Unknown File,0
"State=Hover, Badge=No",Dropdown Icon Trigger,Unknown File,0
"Direction=Horizontal, Text=1 Row, State=Selected, Type=Icon",Progress Stepper,Unknown File,0
"Type=Switch, State=Deselected",List - Controls,Unknown File,0
"Breakpoint=1024 (Desktop), Size=Small, Header (Optional)=Off, Title (Optional)=Off, Footer (Optional)=On",Dialog (Web),Unknown File,0
"Direction=Vertical, Text=2 Rows, State=Inactive, Type=Icon",Progress Stepper,Unknown File,0
"Level=3 Star, Size=Small",Plus Levels Logo,Unknown File,0
"Breakpoint=480 (Phablet), Size=Large, Header (Optional)=On, Title (Optional)=On, Footer (Optional)=On",Dialog (Web),Unknown File,0
"With icon=False, State=Hover, Size=Default",Follow button,Unknown File,0
"Direction=Vertical, Text=None, State=Completed, Type=Icon",Progress Stepper,Unknown File,0
State=Expanded hover,🚧 [DEPRECATED] Expandable container,Unknown File,0
State=Disabled,.Breadcrumb link,Unknown File,0
"State=Selected, Description=Off, Message=Informative",🚧 [DEPRECATED] Radio button,Unknown File,0
"Type=Color Swatch, State=Selected",Dropdown Trigger (default),Unknown File,0
"State=Default, Label=No, Optional=Off, Message=Success, Icon=None",Text input,Unknown File,0
"State=Active, Label=No, Optional=Off, Message=Success, Icon=None",Text input,Unknown File,0
"Type=Switch, Lines=Multi, State=Disabled, With icon=No",🚧 [DEPRECATED] List - Controls,Unknown File,0
"Platform=Web, Type=Icon, Size=Small, State=Disabled",Link,Unknown File,0
Icon - Compare Outlined,,Unknown File,0
"Platform=Web, Type=Icon, Size=Large, State=Disabled",Link,Unknown File,0
"Direction=Horizontal, Text=2 Rows, State=Inactive, Type=Number",Progress Stepper,Unknown File,0
Type=6. Sixth Sense,Image ratio,Unknown File,0
"Platform=Web, Type=Icon, Size=Medium, State=Disabled",Link,Unknown File,0
Icon - Dumbbell,,Unknown File,0
"Platform=Web, Type=Standard, Size=Medium, State=Disabled",Link,Unknown File,0
"Type=Category, Platform=iOS, State=Focused empty",Search bar,Unknown File,0
"With icon=True, State=Disabled, Size=Small",Follow button,Unknown File,0
Country=Croatia (HR),Country flag,Unknown File,0
"State=Default, Label=No, Optional=Off, Message=Error, Icon=Leading",Text input,Unknown File,0
"Type=Icon (In Progress), State=Selected, Label=On, Optional=No, Message=None",🚧 [DEPRECATED] Dropdown Trigger (Default),Unknown File,0
"Direction=Horizontal, Text=1 Row, State=Inactive, Type=Icon",Progress Stepper,Unknown File,0
"Active=Pending, Size=Small",Plus Points Logo,Unknown File,0
"Direction=Horizontal, Text=2 Rows, State=Inactive, Type=Icon",Progress Stepper,Unknown File,0
"State=Selected, Label=No, Optional=Off, Message=None, Icon=Leading",Text input,Unknown File,0
"State=Active, Label=Yes, Optional=Off, Message=Error, Icon=Trailing",Text input,Unknown File,0
"Breakpoint=1280+ (Desktop), Size=Large, Header (Optional)=On, Title (Optional)=Off, Footer (Optional)=On",Dialog (Web),Unknown File,0
"Type=Default, State=Disabled",Dropdown Trigger (default),Unknown File,0
"State=Selected, Label=No, Optional=Off, Message=None, Icon=Trailing",Text input,Unknown File,0
"Type=Default, State=Selected",Dropdown Trigger (default),Unknown File,0
State=Disabled,.Breadcrumb link,Unknown File,0
"Range=Half, State=Disabled",Range slider,Unknown File,0
"Platform=Web, Type=Standard, Size=Small, State=Disabled",Link,Unknown File,0
"Platform=Web, Type=Standard, Size=Large, State=Disabled",Link,Unknown File,0
"State=Default, Label=Yes, Optional=Off, Message=Success, Icon=Trailing",Text input,Unknown File,0
"State=Default, Label=Yes, Optional=On, Message=Success, Icon=None",Text input,Unknown File,0
"Platform=Android, Type=Standard link, State=Default, Size=Medium",🚧 [DEPRECATED] Link,Unknown File,0
"Platform=App, Type=Standard, Size=Large, State=Default",Link,Unknown File,0
"Direction=Vertical, Text=2 Rows, State=Completed, Type=Icon",Progress Stepper,Unknown File,0
"Type=Switch, Lines=Multi, State=Selected, With icon=No",🚧 [DEPRECATED] List - Controls,Unknown File,0
Type=White,🚧 [DEPRECATED] Plus short,Unknown File,0
"Platform=Web, Type=Navigation, Size=Small, State=Pressed",Link,Unknown File,0
"Type=Icon (In Progress), State=Default, Label=On, Optional=No, Message=None",🚧 [DEPRECATED] Dropdown Trigger (Default),Unknown File,0
"Direction=Horizontal, Text=None, State=Completed, Type=Number",Progress Stepper,Unknown File,0
"State=Default, Label=No, Optional=Off, Message=Error, Icon=Trailing",Text input,Unknown File,0
Type=12. Sixteen By Nine,Image ratio,Unknown File,0
Type=Blend,Scrim gradient,Unknown File,0
"Buttons=None, Visual=Zingdings",Tooltip,Unknown File,0
"Breakpoint=1280+ (Desktop), Size=Small, Header (Optional)=On, Title (Optional)=Off, Footer (Optional)=On",Dialog (Web),Unknown File,0
"State=Active, Label=Yes, Optional=On, Message=Error, Icon=Trailing",Text input,Unknown File,0
"State=Active, Label=Yes, Optional=On, Message=Informative, Icon=None",Text input,Unknown File,0
State=Hover (Web only),Radio button,Unknown File,0
"Platform=Web, Type=Standard, Size=Medium, State=Focus",Link,Unknown File,0
"Platform=Web, Type=Navigation, Size=Large, State=Hover",Link,Unknown File,0
"Platform=Web, Type=Standard, Size=Medium, State=Pressed",Link,Unknown File,0
"Platform=Web, Type=Icon, Size=Large, State=Pressed",Link,Unknown File,0
"Platform=Web, Type=Navigation, Size=Large, State=Focus",Link,Unknown File,0
"Type=Icon (In Progress), State=Default, Label=Off, Optional=No, Message=None",🚧 [DEPRECATED] Dropdown Trigger (Default),Unknown File,0
"Platform=Web, Type=Icon, Size=Medium, State=Focus",Link,Unknown File,0
"Platform=Web, Type=Standard, Size=Large, State=Pressed",Link,Unknown File,0
"Platform=Web, Type=Navigation, Size=Small, State=Focus",Link,Unknown File,0
"Type=Icon (In Progress), State=Default, Label=On, Optional=Yes, Message=None",🚧 [DEPRECATED] Dropdown Trigger (Default),Unknown File,0
"Platform=Web, Type=Navigation, Size=Large, State=Disabled",Link,Unknown File,0
"Platform=Web, Type=Icon, Size=Small, State=Pressed",Link,Unknown File,0
"Platform=Web, Type=Standard, Size=Small, State=Pressed",Link,Unknown File,0
"Platform=Web, Type=Standard, Size=Large, State=Focus",Link,Unknown File,0
"Platform=Web, Type=Navigation, Size=Medium, State=Disabled",Link,Unknown File,0
"Platform=Web, Outline=Off, State=Mute",Icon button - Mute sound,Unknown File,0
"Platform=Web, Type=Navigation, Size=Medium, State=Pressed",Link,Unknown File,0
"State=Active, Label=No, Optional=Off, Message=Informative, Icon=Leading",Text input,Unknown File,0
"Platform=Web, Type=Icon, Size=Large, State=Focus",Link,Unknown File,0
"Platform=Web, Type=Icon, Size=Medium, State=Hover",Link,Unknown File,0
"Platform=Web, Type=Icon, Size=Medium, State=Pressed",Link,Unknown File,0
"Platform=Web, Type=Icon, Size=Small, State=Hover",Link,Unknown File,0
"Platform=Web, Type=Standard, Size=Small, State=Focus",Link,Unknown File,0
"Platform=Web, Type=Navigation, Size=Medium, State=Focus",Link,Unknown File,0
"Platform=Web, Type=Navigation, Size=Large, State=Pressed",Link,Unknown File,0
"Platform=Web, Type=Navigation, Size=Small, State=Disabled",Link,Unknown File,0
"Platform=Web, Type=Icon, Size=Small, State=Focus",Link,Unknown File,0
"Platform=Web, Type=Navigation, Size=Medium, State=Hover",Link,Unknown File,0
"Direction=Horizontal, Text=None, State=Inactive, Type=Number",Progress Stepper,Unknown File,0
"Level=1 Light, Size=Medium",Plus Levels Logo,Unknown File,0
Icon - Lunchbox,,Unknown File,0
"Type=Color Swatch, State=Disabled",Dropdown Trigger (default),Unknown File,0
"Direction=Horizontal, Text=None, State=Selected, Type=Number",Progress Stepper,Unknown File,0
"Type=List Item, Lines=One, Style=Bold, States=Hover (Web), Icon=False, Chevron=True",List - Item (Default),Unknown File,0
"With icon=False, State=Disabled, Size=Small",Follow button,Unknown File,0
Type=11. Nine By Sixteen,Image ratio,Unknown File,0
"Breakpoint=1024 (Desktop), Size=Medium, Header (Optional)=On, Title (Optional)=Off, Footer (Optional)=Off",Dialog (Web),Unknown File,0
Icon - Pencilcase,,Unknown File,0
"Level=2 Shine, Size=Small",Plus Levels Logo,Unknown File,0
Size=Large,Plus Wordmark,Unknown File,0
"Platform=Web, Outline=Off, State=Unmute",Icon button - Mute sound,Unknown File,0
"With icon=False, State=Disabled, Size=Default",Follow button,Unknown File,0
"Type=Single/Multiselect, State=Disabled",List - Controls,Unknown File,0
"Type=Default, State=Disabled, Label=On, Optional=Yes, Message=None",🚧 [DEPRECATED] Dropdown Trigger (Default),Unknown File,0
"Type=Default, State=Selected, Label=On, Optional=Yes, Message=None",🚧 [DEPRECATED] Dropdown Trigger (Default),Unknown File,0
"Type=Switch, Lines=Multi, State=Disabled, With icon=Yes",🚧 [DEPRECATED] List - Controls,Unknown File,0
"Type=Default, State=Active, Label=On, Optional=Yes, Message=None",🚧 [DEPRECATED] Dropdown Trigger (Default),Unknown File,0
"Breakpoint=1280+ (Desktop), Size=Small, Header (Optional)=Off, Title (Optional)=Off, Footer (Optional)=On",Dialog (Web),Unknown File,0
"Type=Default, State=Hover, Label=On, Optional=Yes, Message=None",🚧 [DEPRECATED] Dropdown Trigger (Default),Unknown File,0
"Breakpoint=375 (Mobile), Size=Medium, Header (Optional)=Off, Title (Optional)=Off, Footer (Optional)=On",Dialog (Web),Unknown File,0
"Type=Filter, Platform=iOS, State=Default",Search bar,Unknown File,0
"State=Active, Label=Yes, Optional=On, Message=Error, Icon=Leading",Text input,Unknown File,0
"State=Default, Label=Yes, Optional=Off, Message=Success, Icon=Leading",Text input,Unknown File,0
